reaction;jaccardindex;KolmogorovSmirnow;KolmogorovSmirenow_pvalue;T - test_pvalue;Anova_pvalue;Wilcoxon_Mann_Whitney_pvalue;Mean;Std;Mode;Median;skew;kurt;Ttest_H;Ttest_pvalue;minFlux_lungmetastasis;minFlux_brainmetastasis;maxFlux_lungmetastasis;maxFlux_brainmetastasis
Acyl-CoA hydrolysis;;;;;;;;;;;;;;;;;;;
HMR_5127;0.70439;0,831944444;0.14496;1,28E-58;3,49E-58;5,49E-57;-175.4144__-149.0175;117.9771__107.1985;-997.3756__-853.7132;-161.7237__-130.5568;-0.95498__-1.0042;4.8905__4.1936;1;1,28E-58;-245.826;-2.107.856;-837.229;-654.385
HMR_8617;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__-3.4198e-14;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
r0707;0.68935;-0.131;0.14496;7,89E-51;1,48E-51;5,27E-61;-141.9239__-169.6152;129.9386__118.4363;-1000__0;-138.7143__-170.1848;-0.37441__-0.11035;4.9239__3.6143;1;7,89E-51;-220.499;-2.458.241;-573.059;-905.443
r1433;0.54112;1,509722222;0.14496;8,41E-146;7,81E-153;1,06E-172;285.2357__331.5733;129.1884__113.7456;-1.3817e-10__3.5749e-14;274.504__326.2494;0.5498__0.3355;3.2095__3.0929;1;8,41E-146;1.892.042;2.477.983;3.651.274;4.060.288
Nicotinate and nicotinamide metabolism;;;;;;;;;;;;;;;;;;;
HMR_4262;0.50369;1,731944444;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.075152__-0.066087;0.024549__0.020386;-0.31688__-0.27321;-0.074337__-0.065123;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.087539;-0.078117;-0.060567;-0.052696
HMR_4269;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.011562__0.010167;0.0037768__0.0031364;0.0035342__5.6194e-15;0.011436__0.010019;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0093179;0.008107;0.013468;0.012018
NMNATr;0.50369;-0.2494;0.14496;2,31E-172;4,67E-170;2,58E-195;0.075152__0.066087;0.024549__0.020386;-3.3966e-11__-1.4963e-12;0.074337__0.065123;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.060567;0.052696;0.087539;0.078117
Nucleotide metabolism;;;;;;;;;;;;;;;;;;;
HMR_3968;0;-0.7014;0.14496;0;0;0;197.3964__112.6454;73.1798__40.8341;-6.887e-11__-9.9242e-17;189.922__107.4188;0.746__0.77913;5.3723__4.4026;1;0;1.444.749;838.839;2.436.672;1.375.417
HMR_4026;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.18072__-0.15893;0.059035__0.049025;-0.38102__-0.65701;-0.17876__-0.15661;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.21051;-0.18786;-0.14565;-0.12672
HMR_4083;0.38879;-0.322;0.14496;0;0;0;324.1717__261.6016;103.4177__98.68246;-6.914948e-11__521.0494;318.4172__256.6027;0.22305__0.22759;2.9774__2.501;1;0;2.510.744;1.864.292;3.949.806;3.321.572
HMR_4633;0.70941;0,936111111;0.14496;1,78E-38;1,17E-38;7.28e-69;158.4639__182.6203;127.3083__121.5822;500__1.557423e-16;130.3266__166.3258;1.2997__0.8658;5.0026__3.8401;1;1,78E-38;614.719;876.339;2.238.076;2.534.254
HMR_4680;0.70203;0,834722222;0.14496;2,71E-59;7,32E-58;1,03E-57;-176.8585__-150.2874;118.0802__107.2887;0__-0.028345;-163.1075__-131.8848;-0.95506__-1.0053;4.8863__4.1994;1;2,71E-59;-2.474.466;-212.083;-85.144;-666.287
HMR_7160;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;1.0641__0.93576;0.3476__0.28866;0.32527__2.0746;1.0526__0.92212;1.979__1.0374;17.5475__9.3512;1;2,31E-172;5,955555556;0.74615;12.395;11.061
HMR_7161;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;4.4797__3.9393;1.4633__1.2152;1.3693__8.7335;4.4311__3.8819;1.979__1.0374;17.5475__9.3512;1;2,31E-172;36.103;31.411;52.181;46.564
HMR_7717;0.69645;1,234722222;0.14513;9,66E-61;8,39E-61;4,77E-73;127.0929__149.2354;92.2721__91.2726;0__0;108.287__139.0988;0.73699__0.45858;2.9189__2.5603;1;9,66E-61;513.965;767.406;1.888.245;2.123.325
HMR_7800;0.74507;-0.1288;0.14496;3,30E-46;3,47E-48;7,79E-44;-246.9484__-299.4666;258.9754__227.1572;-1000__-1000;-248.816__-296.7031;0.01031__0.032305;2.6501__2.6444;1;3,30E-46;-4.351.003;-4.667.382;-649.603;-1.357.475
HMR_7867;0.67957;0,857638889;0.14505;9,44E-73;3,22E-77;6,73E-67;150.0631__184.9351;119.4169__137.1646;0__0;122.9082__156.6952;1.0692__0.85456;4.0806__3.2442;1;9,44E-73;534.437;747.033;2.212.112;2.690.327
HMR_7875;0.69645;1,234722222;0.14513;9,66E-61;8,39E-61;4,76E-73;127.0929__149.2354;92.2721__91.2726;0__0;108.287__139.0988;0.73699__0.45858;2.9189__2.5603;1;9,66E-61;513.965;767.406;1.888.245;2.123.325
HMR_7883;0.69645;1,234027778;0.14505;9,66E-61;8,39E-61;4,77E-73;127.0929__149.2354;92.2721__91.2726;0__0;108.287__139.0988;0.73699__0.45858;2.9189__2.5603;1;9,66E-61;513.965;767.406;1.888.245;2.123.325
HMR_8443;0.50229;1,695138889;0.14522;9,75E-217;2,88E-245;2,91E-185;221.9314__308.6257;149.4325__204.707;500__500;198.1433__278.3716;0.97615__0.65326;4.5139__2.9227;1;9,75E-217;1.077.653;1.401.796;311.003;4.478.543
HMR_8477;0.70203;-0.1202;0.14496;2,71E-59;7,32E-58;1,03E-57;176.8585__150.2874;118.0802__107.2887;0__0;163.1075__131.8848;0.95506__1.0053;4.8863__4.1994;1;2,71E-59;85.144;666.287;2.474.466;212.083
HMR_8486;0.49648;1,859722222;0.14496;2,79E-205;1,18E-210;8,88E-209;-300.2234__-202.098;218.7416__219.6141;-1000__-927.623;-300.5814__-192.101;0.039354__-0.13564;2.8965__2.7951;1;2,79E-205;-4.469.212;-3.543.958;-156.339;-480.017
HMR_8488;0.61966;-0.1794;0.14496;1,31E-115;1,04E-120;1,04E-96;276.9482__219.6448;184.2555__153.0869;0__0;248.8705__197.9123;0.63632__0.74339;2.9245__3.2853;1;1,31E-115;1.280.502;949.821;4.002.813;3.172.324
HMR_8489;0.81453;-0.0632;0.14513;8,56E-27;1,84E-26;4,37E-17;196.3479__171.937;159.953__139.8227;0__500;154.0032__137.4213;1.107__1.0615;4.0079__3.9311;1;8,56E-27;716.427;602.258;2.853.006;2.549.723
Oxidative phosphorylation;;;;;;;;;;;;;;;;;;;
HMR_6916;0.56028;-0.2483;0.14505;9,42E-147;1,65E-151;4,06E-145;630.0237__555.602;198.1285__194.5252;1000__1000;628.3438__550.9965;-0.12515__0.11022;2.3345__2.4313;1;9,42E-147;4.845.651;4.089.137;7.836.214;6.945.056
HMR_6918;4,6125;-0.1698;0.14496;1,20E-82;4,14E-86;2,11E-82;282.7571__257.7034;86.4745__88.6433;0__0;284.3034__257.385;-0.038649__0.048936;2.8751__2.4638;1;1,20E-82;2.213.287;1.916.371;3.447.683;3.230.377
HMR_6921;0.63359;-0.1796;0.14496;5,67E-98;3,65E-98;3,90E-93;156.4445__134.4467;74.5329__69.5064;0__0;151.8602__126.2248;0.23796__0.52782;2.1994__2.7385;1;5,67E-98;97.135;797.837;2.120.066;1.809.097
CYOOm3i;4,6125;-0.1698;0.14496;1,20E-82;4,14E-86;2,11E-82;141.3785__128.8517;43.2373__44.3216;0__0;142.1517__128.6925;-0.038649__0.048936;2.8751__2.4638;1;1,20E-82;1.106.643;958.186;1.723.842;1.615.188;CYOOm3i;4,6125;-0.1698;0.14496;1,20E-82;4,14E-86;2,11E-82;141.3785__128.8517;43.2373__44.3216;0__0;142.1517__128.6925;-0.038649__0.048936;2.8751__2.4638;1;1,20E-82;1.106.643;958.186;1.723.842;1.615.188
Pentose and glucuronate interconversions;;;;;;;;;;;;;;;;;;;
HMR_4595;0.81161;0,390277778;0.14496;4,73E-21;7,59E-22;1,74E-19;189.8689__225.3799;237.243__239.8141;500__500;191.4104__223.5706;-0.048779__-0.018445;2.9865__2.5356;1;4,73E-21;251.428;508.724;3.573.975;4.028.196
Pentose phosphate pathway;;;;;;;;;;;;;;;;;;;
HMR_4304;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0024702__0.0021722;0.00080691__0.00067009;0.00075507__-5.1198e-14;0.0024434__0.0021406;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0019908;0.0017321;0.0028774;0.0025676
HMR_4350;0.42484;-0.2625;0.14505;4,01E-263;3,82E-296;1,17E-282;368.6713__235.0015;246.0743__255.6064;1000__500;381.6984__247.3039;-0.37919__-0.14324;3.4358__2.5491;1;4,01E-263;2.124.851;535.167;5.343.294;4.167.551
HMR_4352;0.11765;3,894444444;0.14513;0;0;0;28.47025__225.4935;155.5588__195.2278;0__0;17.83067__218.3852;0.17558__0.15807;3.4592__2.4472;1;0;-735.871;756.839;1.273.494;3.655.617
HMR_4354;0.29284;2,693055556;0.14496;0;0;0;-21.25052__133.6702;207.168__218.7066;0__0;-25.71824__141.539;-0.014119__-0.16885;3.3626__2.8751;1;0;-1.501.316;-153.359;1.123.986;2.860.579
HMR_4398;0.43952;-0.2834;0.14496;8,26E-270;2,75E-276;5,19E-277;388.3971__285.1666;201.1746__200.3917;1000__1000;392.9015__274.2526;-0.09797__0.24008;2.8596__2.9055;1;8,26E-270;2.486.571;1.363.903;5.315.062;4.223.204
HMR_4404;1,886111111;2,755555556;0.14496;0;0;0;-80.6993__0.0567781;104.0619__106.8814;0__-446.9002;-76.212__-1.31002;-0.066686__-0.07553;3.0372__3.2573;1;0;-1.504.153;-704.708;-102.424;713.364
HMR_4476;0.08344;4,047222222;0.14496;0;0;0;382.8349__564.5923;154.9149__167.0363;-4.613796e-18__1000;375.2579__569.4689;0.46776__-0.11173;3.4519__2.6166;1;0;2.741.974;4.474.346;4.816.747;6.845.531
HMR_4501;1,886111111;2,755555556;0.14496;0;0;0;-80.6993__0.0567781;104.0619__106.8814;0__-446.9002;-76.212__-1.31002;-0.066686__-0.07553;3.0372__3.2573;1;0;-1.504.153;-704.708;-102.424;713.364
HMR_4565;0.52937;1,657638889;0.14505;4,21E-203;1,05E-209;6,82E-177;190.3524__277.1279;179.6928__207.8292;0__0;175.9416__253.2681;0.30217__0.28994;2.83__2.6125;1;4,21E-203;60.884;1.210.862;3.132.934;4.239.689
HMR_4568;0.89253;0,102777778;0.14496;0.011619;0.012225;0.37873;271.0518__277.0711;162.6161__176.8027;0__196.9002;255.3697__255.3508;0.54673__0.52731;2.9385__2.6076;1;0.011619;1.439.573;134.344;3.779.554;396.517
HMR_4623;0.50369;-0.2494;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0024702__0.0021722;0.00080691__0.00067009;0.00075507__0.0048159;0.0024434__0.0021406;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0019908;0.0017321;0.0028774;0.0025676
HMR_4710;0.43952;-0.2834;0.14496;8,26E-270;2,75E-276;5,20E-277;388.3971__285.1666;201.1746__200.3917;1000__1000;392.9015__274.2526;-0.09797__0.24008;2.8596__2.9055;1;8,26E-270;2.486.571;1.363.903;5.315.062;4.223.204
G6PDH2c;0.083437;4,047222222;0.14496;0;0;0;127.6108__188.1967;51.6382__55.6787;0__24.1907;125.0849__189.8224;0.46776__-0.11173;3.4519__2.6166;1;0;913.983;1.491.441;1.605.571;2.281.835
PGLc;0.083437;4,047222222;0.14496;0;0;0;127.6108__188.1967;51.6382__55.6787;0__24.1907;125.0849__189.8224;0.46776__-0.11173;3.4519__2.6166;1;0;913.983;1.491.441;1.605.571;2.281.835
RPEc;0.11765;3,89375;0.14522;0;0;0;14.23513__112.7467;77.7794__97.6139;0__0;8.915337__109.1926;0.17558__0.15807;3.4592__2.4472;1;0;-367.936;37.842;636.747;1.827.808
Peptide metabolism;;;;;;;;;;;;;;;;;;;
ARGCYSGLYr;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-8.6553__-7.6113;2.8273__2.3479;-18.2478__-16.8743;-8.5615__-7.5003;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-10.082;-89.968;-69.755;-6.069;ARGCYSGLYr;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-8.6553__-7.6113;2.8273__2.3479;-18.2478__-16.8743;-8.5615__-7.5003;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-10.082;-89.968;-69.755;-6.069
CYSCYSr;0.60879;1,127777778;0.14496;1,54E-106;3.13e-110;2,22E-109;-159.1296__-133.1413;84.6019__79.034;-453.5233__-464.2023;-160.3434__-133.4307;0.25__-0.00075947;4.6926__3.1189;1;1,54E-106;-2.140.066;-1.868.469;-1.053.981;-802.181;CYSCYSr;0.60879;1,127777778;0.14496;1,54E-106;3.13e-110;2,22E-109;-159.1296__-133.1413;84.6019__79.034;-453.5233__-464.2023;-160.3434__-133.4307;0.25__-0.00075947;4.6926__3.1189;1;1,54E-106;-2.140.066;-1.868.469;-1.053.981;-802.181
GLYLYSCYSr;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-4.2266__-3.7168;1.3807__1.1466;-8.9109__-8.2402;-4.1808__-3.6626;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-49.233;-43.934;-34.063;-29.637
LYSARGLEUr;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;19.5757__17.2145;6.3946__5.3103;5.9838__38.1646;19.3634__16.9634;1.979__1.0374;17.5475__9.3512;1;2,31E-172;157.765;137.263;228.024;203.481
Phenylalanine, tyrosine and tryptophan biosynthesis;;;;;;;;;;;;;;;;;;;
HMR_6725;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.19655__0.17284;0.064205__0.053318;0.060081__0.38319;0.19442__0.17032;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.15841;0.13782;0.22895;0.20431
Pool reactions;;;;;;;;;;;;;;;;;;;
HMR_0014;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;6.6919e-05__5.8847e-05;2.186e-05__1.8153e-05;2.0455e-05__-1.387e-15;6.6193e-05__5.7989e-05;1.979__1.0374;17.5475__9.3512;1;2,31E-172;5,39E-01;4,69E-01;7,79E-01;6,96E-01
HMR_10033;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-262.4581__-232.7178;148.2605__141.2859;0__-991.7183;-250.3531__-221.3261;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-3.544.407;-3.255.086;-1.532.332;-1.226.161
HMR_10036;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;262.4581__232.7178;148.2605__141.2859;0__0.080035;250.3531__221.3261;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;1.532.332;1.226.161;3.544.407;3.255.086
Purine metabolism;;;;;;;;;;;;;;;;;;;
HMR_4002;0.81758;0,505555556;0.14496;2,99E-07;3,05E-08;1,06E-12;39.5882__68.4081;315.062__266.8776;0__-500;34.0633__75.2898;0.042432__-0.18087;2.8679__3.1091;1;2,99E-07;-169.235;-976.295;2.491.756;2.444.537
HMR_4004;0.38876;0,223611111;0.14496;0;0;0;-324.1882__-261.6161;103.4191__98.68337;-841.0165__-521.0816;-318.4338__-256.6176;-0.22302__-0.22757;2.9774__2.501;1;0;-3.950.009;-3.321.729;-2.510.929;-1.864.423
HMR_4081;0.65283;1,232638889;0.14505;1,26E-93;3,85E-97;8,17E-83;261.0458__323.7045;190.0976__221.3829;500__500;228.0779__298.0436;0.87077__0.6618;3.4176__2.9197;1;1,26E-93;109.048;1.385.269;3.730.927;468.354
HMR_4012;0.60845;-0.1718;0.14513;3,43E-130;4,32E-134;1,48E-97;254.1627__191.4956;195.7277__153.224;500__0;215.1611__157.1351;0.86087__1.2037;3.2298__4.6744;1;3,43E-130;924.901;714.241;3.730.393;2.760.082
HMR_4020;0.50369;1,731944444;0.14496;2,31E-172;4,67E-170;2,58E-195;-1.8149__-1.596;0.59286__0.49233;-7.6526__-6.5979;-1.7952__-1.5727;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-21.141;-18.865;-14.627;-12.726
HMR_4085;0.77198;0,602777778;0.14496;6,18E-32;1,22E-30;2,64E-25;-56.5419__-23.0705;205.0241__178.9573;-1000__-500;-41.5117__-13.5704;-0.52588__-0.49474;4.053__4.013;1;6,18E-32;-1.730.496;-1.267.664;793.857;939.943
HMR_4135;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
HMR_4171;0.71455;-0.1231;0.14522;5,10E-64;3,38E-60;8,63E-56;319.0462__267.912;222.3058__203.2011;0__0;288.2839__223.1944;0.62202__0.84326;2.7144__3.1236;1;5,10E-64;1.327.431;1.026.434;4.711.552;3.960.648
HMR_4418;0.81453;-0.0633;0.14522;8,56E-27;1,84E-26;4,37E-17;196.3479__171.937;159.953__139.8227;0__0;154.0032__137.4213;1.107__1.0615;4.0079__3.9311;1;8,56E-27;716.427;602.258;2.853.006;2.549.723
HMR_4421;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.31924__0.28073;0.10428__0.086599;0.097582__0.62238;0.31577__0.27663;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.25728;0.22384;0.37186;0.33183
HMR_4452;0.50369;1,731944444;0.14496;2,31E-172;4,67E-170;2,58E-195;-1.8168__-1.5977;0.59349__0.49285;-7.6607__-6.6049;-1.7971__-1.5744;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-21.163;-18.885;-14.642;-12.739
HMR_4480;0.70941;-0.135;0.14496;1,77E-38;1,16E-38;7,26E-65;-158.462__-182.6186;127.3081__121.582;-799.997__-857.9319;-130.325__-166.3242;-1.2997__-0.8658;5.0026__3.8401;1;1,77E-38;-2.238.055;-2.534.232;-614.703;-876.325
HMR_4573;0.75548;-0.0925;0.14505;3,22E-32;1,60E-32;8,96E-23;173.9248__148.0342;156.797__136.257;0__500;131.4564__111.011;1.498__1.687;5.8904__6.8461;1;3,22E-32;536.429;470.204;2.494.567;2.065.786
HMR_4614;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.21282__0.18715;0.069521__0.057733;0.065055__0.41492;0.21052__0.18442;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.17152;0.14923;1,721527778;0.22122
HMR_4621;0.38864;-0.3224;0.14496;0;0;0;324.4893__261.8808;103.4453__98.7;-6.9794e-11__-4.8389e-14;318.7569__256.8768;0.22252__0.22729;2.977__2.5014;1;0;2.513.935;1.866.865;3.953.298;3.324.814
HMR_4651;0.50369;-0.2494;0.14496;2,31E-172;4,67E-170;2,58E-195;1.8168__1.5977;0.59349__0.49285;-8.7972e-12__-3.7858e-11;1.7971__1.5744;1.979__1.0374;17.5475__9.3512;1;2,31E-172;14.642;12.739;21.163;18.885
HMR_4695;0.89363;-0.011;0.14496;0.0048172;0.0035024;0.11999;-14.4614__-22.5145;196.0514__193.9474;-874.1516__-1000;-10.6335__-11.3895;0.0032349__-0.32852;3.1116__3.9381;1;0.0048172;-1.500.075;-1.401.141;1.210.451;1.021.071
HMR_7144;0.90891;-0.0463;0.14539;0.00037518;0.00019913;9,50E-03;337.6966__326.885;200.8435__209.987;500__500;322.3957__301.8974;0.42893__0.50924;2.6987__2.5518;1;0.00037518;1.803.475;1.545.752;4.759.541;4.724.522
HMR_4420;0;-0.7016;0.14496;0;0;0;197.0771__112.3647;73.145__40.7884;-6.8222e-11__-3.1717e-16;189.6059__107.152;0.74697__0.77879;5.3784__4.3973;1;0;1.441.723;836.343;2.433.735;1.371.805
ADNK3;0.60866;-0.1973;0.14522;5,31E-129;6,15E-134;5,48E-120;346.747__274.9886;214.8131__186.9818;0__0;322.3669__243.7875;0.46921__0.75552;2.541__3.1905;1;5,31E-129;1.739.102;126.468;4.920.612;3.964.314;ADNK3;0.60866;-0.1973;0.14522;5,31E-129;6,15E-134;5,48E-120;346.747__274.9886;214.8131__186.9818;0__0;322.3669__243.7875;0.46921__0.75552;2.541__3.1905;1;5,31E-129;1.739.102;126.468;4.920.612;3.964.314
ADNK4;0.75548;-0.0925;0.14522;3,22E-32;1,60E-32;8,95E-23;173.9248__148.0342;156.797__136.257;500__500;131.4564__111.011;1.498__1.687;5.8904__6.8461;1;3,22E-32;536.429;470.204;2.494.567;2.065.786;ADNK4;0.75548;-0.0925;0.14522;3,22E-32;1,60E-32;8,95E-23;173.9248__148.0342;156.797__136.257;500__500;131.4564__111.011;1.498__1.687;5.8904__6.8461;1;3,22E-32;536.429;470.204;2.494.567;2.065.786
Pyrimidine metabolism;;;;;;;;;;;;;;;;;;;
HMR_4030;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.18072__-0.15893;0.059035__0.049025;-0.055243__-0.35234;-0.17876__-0.15661;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.21051;-0.18786;-0.14565;-0.12672
HMR_4670;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.21282__-0.18715;0.069521__0.057733;-0.065055__-0.7737;-0.21052__-0.18442;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.2479;-0.22122;-0.17152;-0.14923
HMR_4675;0.69645;1,234722222;0.14513;9,66E-61;8,39E-61;4,76E-73;127.0929__149.2354;92.2721__91.2726;0__0;108.287__139.0988;0.73699__0.45858;2.9189__2.5603;1;9,66E-61;513.965;767.406;1.888.245;2.123.325
HMR_3931;0.38873;-0.3224;0.14496;0;0;0;324.7021__262.068;103.4639__98.7118;-7.0226e-11__-4.8244e-14;318.9679__257.0863;0.22217__0.2271;2.9767__2.5016;1;0;251.553;1.868.707;3.955.675;3.326.798
HMR_3970;0.67957;0,856944444;0.14496;9,44E-73;3,22E-77;6,72E-67;150.0631__184.9351;119.4169__137.1646;0__0;122.9082__156.6952;1.0692__0.85456;4.0806__3.2442;1;9,44E-73;534.437;747.033;2.212.112;2.690.327
HMR_4032;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;1.4441__1.2699;0.47173__0.39174;0.44142__2.8154;1.4284__1.2514;1.979__1.0374;17.5475__9.3512;1;2,31E-172;11.638;10.126;16.821;15.011
HMR_4210;0.74462;0,822916667;0.14505;6,27E-44;4,55E-42;6,33E-36;421.13__467.5836;229.1175__230.7582;0__1000;417.5593__456.5403;0.16916__0.17038;2.2592__2.3354;1;6,27E-44;2.371.078;2.966.714;5.894.121;630.25.00
HMR_4484;0;-0.7016;0.14496;0;0;0;197.0771__112.3647;73.145__40.7884;-6.8222e-11__-3.1717e-16;189.6059__107.152;0.74697__0.77879;5.3784__4.3973;1;0;1.441.723;836.343;2.433.735;1.371.805
HMR_4485;0;4,872222222;0.14496;0;0;0;-197.0771__-112.3647;73.145__40.7884;-796.3543__-407.824;-189.6059__-107.152;-0.74697__-0.77879;5.3784__4.3973;1;0;-2.433.735;-1.371.805;-1.441.723;-836.343
HMR_4512;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.21282__-0.18715;0.069521__0.057733;-0.065055__-0.7737;-0.21052__-0.18442;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.2479;-0.22122;-0.17152;-0.14923
HMR_4514;0.70203;-0.1202;0.14496;2,71E-59;7,32E-58;1,03E-57;176.8585__150.2874;118.0802__107.2887;0__0;163.1075__131.8848;0.95506__1.0053;4.8863__4.1994;1;2,71E-59;85.144;666.287;2.474.466;212.083
HMR_4577;0.90893;-0.051;0.14496;1,13E-03;2,61E-03;1,83E-03;-137.914__-147.2027;128.1707__126.8264;0__-395.3395;-122.2066__-132.8159;-0.63402__-0.50501;3.3641__2.601;1;1,13E-03;-2.228.816;-2.337.936;-368.818;-439.021
HMR_4579;3,655555556;1,573611111;0.14496;3,88E-194;5,38E-193;6,23E-174;277.156__334.1705;128.8225__137.3045;0__408.0364;271.497__325.973;0.34217__0.307;2.8696__2.7529;1;3,88E-194;1.821.102;2.335.151;3.622.883;4.267.386
HMR_4575;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.08286__-0.072865;0.027067__0.022477;-0.025328__-0.16154;-0.081961__-0.071802;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.096518;-0.086129;-0.066779;-0.0581
HMR_4637;0;4,870833333;0.14496;0;0;0;-197.3964__-112.6454;73.1798__40.8341;-796.7263__-408.9845;-189.922__-107.4188;-0.746__-0.77913;5.3723__4.4026;1;0;-2.436.672;-1.375.417;-1.444.749;-838.839
HMR_4644;0;-0.7014;0.14496;0;0;0;197.3964__112.6454;73.1798__40.8341;-6.887e-11__-9.9242e-17;189.922__107.4188;0.746__0.77913;5.3723__4.4026;1;0;1.444.749;838.839;2.436.672;1.375.417
HMR_6612;0;-0.7016;0.14496;0;0;0;197.0771__112.3647;73.145__40.7884;-6.8222e-11__-3.1717e-16;189.6059__107.152;0.74697__0.77879;5.3784__4.3973;1;0;1.441.723;836.343;2.433.735;1.371.805
HMR_6621;0.69645;1,232638889;0.14505;9,66E-61;8,39E-61;4,77E-73;127.0929__149.2354;92.2721__91.2726;0__0;108.287__139.0988;0.73699__0.45858;2.9189__2.5603;1;9,66E-61;513.965;767.406;1.888.245;2.123.325
HMR_6627;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.31924__0.28073;0.10428__0.086599;0.097582__0.62238;0.31577__0.27663;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.25728;0.22384;0.37186;0.33183
ROS detoxification;;;;;;;;;;;;;;;;;;;
HMR_3960;0.53155;2,034027778;0.14505;2,21E-230;8,77E-208;1,64E-198;218.2897__267.132;112.2394__107.427;250__250;213.3932__270.4646;0.077212__-0.22699;2.2417__2.385;1;2,21E-230;135.39.00;1.902.717;3.052.913;3.517.756
HMR_3980;0.93553;0,123611111;0.14496;0.015737;0.021191;0.01452;216.6436__220.3505;114.8276__112.6239;0__0.024775;209.0128__218.6535;0.287__0.30018;2.5132__2.7478;1;0.015737;1.272.624;1.352.338;2.999.094;2.967.504
HMR_3982;0.66092;-0.1718;0.14496;6,17E-84;1,80E-87;1,15E-83;0.71267__0.64933;0.21702__0.22224;0.12074__2.7993e-18;0.71657__0.64864;-0.033881__0.049334;2.8972__2.469;1;6,17E-84;0.55857;0.48358;0.86819;0.81277
HMR_4767;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0004113__0.00036169;0.00013435__0.00011157;0.00012572__0.00080187;0.00040684__0.00035641;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00033148;0.0002884;0.0004791;0.00042753
HMR_8410;4,6125;-0.1698;0.14496;1,20E-82;4,14E-86;2,11E-82;1.4138__1.2885;0.43237__0.44322;0__0;1.4215__1.2869;-0.038649__0.048936;2.8751__2.4638;1;1,20E-82;11.066;0.95819;17.238;16.152
Retinol metabolism;;;;;;;;;;;;;;;;;;;
HMR_6632;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0024678__0.0021701;0.00080613__0.00066944;0.00075434__0.0048112;0.002441__0.0021385;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0019889;0.0017304;0.0028746;0.0025652
