reaction;jaccardindex;KolmogorovSmirnow;KolmogorovSmirenow_pvalue;T - test_pvalue;Anova_pvalue;Wilcoxon_Mann_Whitney_pvalue;Mean;Std;Mode;Median;skew;kurt;Ttest_H;Ttest_pvalue;minFlux_lungmetastasis;minFlux_brainmetastasis;maxFlux_lungmetastasis;maxFlux_brainmetastasis
Acyl-CoA hydrolysis;;;;;;;;;;;;;;;;;;;
BUTSMCT1;0.65447;0,122916667;0.14513;6,46E-88;1,34E-84;1,15E-79;-311.151__-235.3167;266.8794__267.866;-1000__-1000;-310.5822__-234.6072;0.034981__-0.047255;2.7025__2.5392;1;6,46E-88;-500;-4.265.405;-1.230.127;-362.218;BUTSMCT1;0.65447;0,122916667;0.14513;6,46E-88;1,34E-84;1,15E-79;-311.151__-235.3167;266.8794__267.866;-1000__-1000;-310.5822__-234.6072;0.034981__-0.047255;2.7025__2.5392;1;6,46E-88;-500;-4.265.405;-1.230.127;-362.218
FOLOAT2tc;0.81546;0,629166667;0.14496;2,40E-23;1,76E-22;4,88E-21;-201.2267__-166.2218;221.4347__242.3061;0__-1000;-204.3734__-164.5238;0.22643__0.20083;3.3501__3.2445;1;2,40E-23;-358.223;-3.376.071;-525.181;-86.176
METB0AT3tc;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;4.7938__4.2155;1.5659__1.3004;1.4653__9.3459;4.7418__4.1541;1.979__1.0374;17.5475__9.3512;1;2,31E-172;38.634;33.613;55.839;49.829
PYRSMCT1;0.84469;0,183333333;0.14513;4,21E-10;7,44E-10;1,79E-10;-394.4845__-371.3414;226.7106__210.2313;-500__-1000;-402.0379__-381.3167;0.17156__0.19873;2.6868__3.3412;1;4,21E-10;-5.606.528;-5.117.152;-2.367.297;-2.351.073
TYRB0AT3tc;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;6.0816__5.348;1.9866__1.6498;1.85899__11.8566;6.0156__5.27;1.979__1.0374;17.5475__9.3512;1;2,31E-172;49.013;42.644;70.841;63.215
PCRNte;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0098999__0.0087058;0.0032339__0.0026855;0.0030261__-2.0519e-13;0.0097925__0.0085788;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0079786;0.0069417;0.011532;0.01029
ODECRNte;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;40.5498__35.9549;22.9062__21.8287;0__0.012365;38.6795__34.1949;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;236.745;189.442;547.611;502.911
PCREATte;0.80947;-0.075;0.14496;4,16E-14;5,42E-13;2,13E-15;-32.7632__-61.0632;259.2211__216.1529;-500__-1000;-21.5533__-43.0072;-0.24665__-0.22607;3.3307__3.8018;1;4,16E-14;-1.909.625;-1.926.655;1.326.824;723.971
C05463t2;0.30552;-0.365;0.14496;0;0;0;-312.1611__-423.3844;159.4419__164.1353;0__-201.3545;-299.7542__-428.1413;-0.5471__0.085095;3.3281__2.4759;1;0;-4.120.184;-5.436.983;-196.84;-3.060.457;C05463t2;0.30552;-0.365;0.14496;0;0;0;-312.1611__-423.3844;159.4419__164.1353;0__-201.3545;-299.7542__-428.1413;-0.5471__0.085095;3.3281__2.4759;1;0;-4.120.184;-5.436.983;-196.84;-3.060.457
HC00900t2;0.81546;0,629166667;0.14496;2,40E-23;1,76E-22;4,88E-21;-201.2267__-166.2218;221.4347__242.3061;0__-1000;-204.3734__-164.5238;0.22643__0.20083;3.3501__3.2445;1;2,40E-23;-358.223;-3.376.071;-525.181;-86.176
HC00900t4;0.80517;-0.1012;0.14496;2,66E-22;1,25E-22;1,19E-23;105.8564__70.30537;228.1465__241.6998;-1000__1.136868e-13;113.2906__70.52158;-0.36615__-0.17639;3.8737__3.3631;1;2,66E-22;-403.063;-801.633;2.620.175;2.352.089
HXCOAte;0.50369;1,731944444;0.14496;2,31E-172;4,67E-170;2,57E-195;-0.45476__-0.39991;0.14855__0.12336;-1.9175__-1.6533;-0.44983__-0.39408;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.52973;-0.47271;-0.36651;-0.31888
PSERtr;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.048174__-0.042363;0.015737__0.013068;-0.014726__-0.09392;-0.047652__-0.041746;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.056115;-0.050075;-0.038825;-0.033779
THBPTt;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
ARGCYSGLYt;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-8.6553__-7.6113;2.8273__2.3479;-18.2478__-31.4656;-8.5615__-7.5003;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-10.082;-89.968;-69.755;-6.069;ARGCYSGLYt;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-8.6553__-7.6113;2.8273__2.3479;-18.2478__-31.4656;-8.5615__-7.5003;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-10.082;-89.968;-69.755;-6.069
CYSCYSt;0.60879;1,127777778;0.14496;1,54E-106;3.13e-110;2,22E-109;-159.1296__-133.1413;84.6019__79.034;-453.5233__-464.2023;-160.3434__-133.4307;0.25__-0.00075947;4.6926__3.1189;1;1,54E-106;-2.140.066;-1.868.469;-1.053.981;-802.181;CYSCYSt;0.60879;1,127777778;0.14496;1,54E-106;3.13e-110;2,22E-109;-159.1296__-133.1413;84.6019__79.034;-453.5233__-464.2023;-160.3434__-133.4307;0.25__-0.00075947;4.6926__3.1189;1;1,54E-106;-2.140.066;-1.868.469;-1.053.981;-802.181
GLYLYSCYSt;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-4.2266__-3.7168;1.3807__1.1466;-8.9109__-8.2402;-4.1808__-3.6626;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-49.233;-43.934;-34.063;-29.637
LYSARGLEUt;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;19.5757__17.2145;6.3946__5.3103;5.9838__38.1646;19.3634__16.9634;1.979__1.0374;17.5475__9.3512;1;2,31E-172;157.765;137.263;228.024;203.481
C10CRNtr;1;6,349305556;0.14915;0;0;0;0__1.2048e-18;0__6.8161e-19;0__0;0__1.1777e-18;none;none;1;0;0;7,04E-15;0;1,73E-14;C10CRNtr;1;6,349305556;0.14915;0;0;0;0__1.2048e-18;0__6.8161e-19;0__0;0__1.1777e-18;none;none;1;0;0;7,04E-15;0;1,73E-14
C4CRNtr;0.44319;-0.3115;0.14505;2,80E-276;2,58E-271;4,71E-282;394.744__291.9293;208.5261__195.7251;1000__1000;410.4999__291.1296;-0.20779__-0.13868;2.9836__4.2607;1;2,80E-276;2.556.587;1.605.031;5.394.265;4.235.933;C4CRNtr;0.44319;-0.3115;0.14505;2,80E-276;2,58E-271;4,71E-282;394.744__291.9293;208.5261__195.7251;1000__1000;410.4999__291.1296;-0.20779__-0.13868;2.9836__4.2607;1;2,80E-276;2.556.587;1.605.031;5.394.265;4.235.933
HDCECRNtr;1;-0.6017;0.14522;0;0;0;-1.0414e-15__-6.8916e-15;5.3037e-15__4.0913e-15;0__0;-1.6243e-15__-6.6961e-15;1.1114__-0.20691;6.3401__2.7564;1;0;-4,36E-11;-9,61E-11;1,62E-11;-4,14E-11
LNLCCRNtr;1;0,254861111;0.14727;0.0001665;0.00016464;7,70E-04;-5.1199e-14__7.4289e-14;3.3292e-12__6.2474e-14;0__0;-1.2662e-14__7.0184e-14;0.60968__0.27355;6.2861__3.9484;1;0.0001665;-1,83E-08;3,92E-10;1,55E-08;1,07E-09
PMTCRNtr;1;-0.0614;0.14736;1,19E-10;1,09E-10;2,76E-09;2.3758e-13__-4.9662e-14;3.7115e-12__1.3762e-13;0__0;8.8485e-14__-5.0201e-14;0.5423__0.1261;6.4282__2.6318;1;1,19E-10;-1,63E-08;-1,46E-10;2,04E-08;4,39E-10
HXAt3;0.38495;2,301388889;0.14496;0;0;0;-296.5646__-138.7348;272.4035__277.2177;-999.0412__-999.1271;-303.8195__-143.8192;0.17049__0.085113;2.8976__3.0778;1;0;-4.847.671;-3.159.034;-1.132.696;416.214
PGLYCtm;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.18072__-0.15893;0.059035__0.049025;-0.055243__-0.35234;-0.17876__-0.15661;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.21051;-0.18786;-0.14565;-0.12672
BUTt2r;0.83834;0,377777778;0.14496;2,77E-09;2,04E-09;1,87E-11;-83.593__-56.7428;246.7554__269.2863;-500__0;-82.7243__-49.2065;0.0095632__-0.064491;2.9509__2.9753;1;2,77E-09;-2.508.321;-238.018;779.548;1.260.692;BUTt2r;0.83834;0,377777778;0.14496;2,77E-09;2,04E-09;1,87E-11;-83.593__-56.7428;246.7554__269.2863;-500__0;-82.7243__-49.2065;0.0095632__-0.064491;2.9509__2.9753;1;2,77E-09;-2.508.321;-238.018;779.548;1.260.692
THMt3;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
PAIL_hs_t1e;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.61006__0.53647;0.19928__0.16549;0.18648__1.1894;0.60344__0.52865;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.49166;0.42777;0.71061;0.63413
MLTHFte3;0;-0.9943;0.14505;0;0;0;117.0627__0.001450959;87.0484__0.000447591;0__0.0032168;102.0074__0.001429797;0.95791__1.0374;4.6384__9.3512;1;0;461.342;0.0011569;1.719.074;0.0017151
CE1401te;0;-0.999;0.14582;0;0;0;357.0732__0;203.2194__0;500__0;348.2364__0;none;none;1;0;197.103;0;5.024.767;0;CE1401te;0;-0.999;0.14582;0;0;0;357.0732__0;203.2194__0;500__0;348.2364__0;none;none;1;0;197.103;0;5.024.767;0
XYLUDte;0.81161;0,390277778;0.14496;4,73E-21;7,59E-22;1,74E-19;189.8689__225.3799;237.243__239.8141;1000__500;191.4104__223.5706;-0.048779__-0.018445;2.9865__2.5356;1;4,73E-21;251.428;508.724;3.573.975;4.028.196
GLCNte;0.08344;4,047222222;0.14496;0;0;0;382.8349__564.5923;154.9149__167.0363;-4.613796e-18__1000;375.2579__569.4689;0.46776__-0.11173;3.4519__2.6166;1;0;2.741.974;4.474.346;4.816.747;6.845.531
SPHGNte;0.74312;-0.1132;0.14496;1,54E-43;1,54E-43;8,41E-41;262.4614__232.7207;148.2608__141.2862;0.0010087__0.083237;250.3568__221.3281;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;1.532.367;1.226.184;3.544.442;325.511
FDPte;6,219444444;0.0042;0.14496;1,730555556;0.25134;0.15664;-122.6249__-125.9136;211.3711__193.6878;0__-500;-117.1353__-126.4817;0.021397__-0.0075258;2.9747__3.1304;0;1,730555556;-2.673.873;-2.529.849;166.968;14.396
DCMPtm;0.70203;0,836111111;0.14496;2,71E-59;7,32E-58;1,03E-57;-176.8585__-150.2874;118.0802__107.2887;0__0;-163.1075__-131.8848;-0.95506__-1.0053;4.8863__4.1994;1;2,71E-59;-2.474.466;-212.083;-85.144;-666.287;DCMPtm;0.70203;0,836111111;0.14496;2,71E-59;7,32E-58;1,03E-57;-176.8585__-150.2874;118.0802__107.2887;0__0;-163.1075__-131.8848;-0.95506__-1.0053;4.8863__4.1994;1;2,71E-59;-2.474.466;-212.083;-85.144;-666.287
HMR_10023;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;39.8546__35.0473;13.0189__10.8114;12.1825__77.7001;39.4223__34.5362;1.979__1.0374;17.5475__9.3512;1;2,31E-172;321.198;279.456;46.424;414.271
HMR_10046;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.54041__0.47523;0.17653__0.1466;0.16519__1.0536;0.53455__0.4683;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.43553;0.37893;0.62949;0.56173
Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism;;;;;;;;;;;;;;;;;;;
HMR_4139;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-13.4943__-11.8666;4.408__3.6606;-4.12486__-49.0571;-13.3479__-11.6935;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-157.186;-140.267;-108.754;-94.621
HMR_4141;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.069371__-0.061003;0.022661__0.018818;-0.14625__-0.13524;-0.068619__-0.060114;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.080806;-0.072108;-0.055908;-0.048642
HMR_4145;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.069371__-0.061003;0.022661__0.018818;-0.021205__-0.13524;-0.068619__-0.060114;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.080806;-0.072108;-0.055908;-0.048642
HMR_4147;0.93486;0,252777778;0.14496;0.0028936;0.0023401;3,20E-01;-126.3971__-123.2007;73.9171__74.5959;-37.87056__-407.83;-113.3176__-106.9912;-1.0237__-0.79878;4.2354__2.9795;1;0.0028936;-1.684.962;-1.697.764;-688.516;-631.882
HMR_4410;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;13.7197__12.0649;4.4817__3.7218;4.1938__-2.8436e-10;13.5709__11.8889;1.979__1.0374;17.5475__9.3512;1;2,31E-172;110.571;96.201;159.812;14.261
HMR_4456;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0038539__0.0033891;0.0012589__0.0010455;0.0011781__0.0075136;0.0038121__0.0033396;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.003106;0.0027023;0.0044892;0.004006
HMR_4652;0.93486;0,252777778;0.14496;0.0028936;0.0023401;3,20E-01;-126.3971__-123.2007;73.9171__74.5959;-37.87056__-407.83;-113.3176__-106.9912;-1.0237__-0.79878;4.2354__2.9795;1;0.0028936;-1.684.962;-1.697.764;-688.516;-631.882
HMR_5297;0.50369;-0.2493;0.14505;2,31E-172;4,67E-170;2,57E-195;31.0267__27.2843;10.1352__8.41665;0__0;30.6902__26.8864;1.979__1.0374;17.5475__9.3512;1;2,31E-172;250.052;217.557;36.141;322.509
Valine, leucine, and isoleucine metabolism;;;;;;;;;;;;;;;;;;;
HMR_3215;6,5375;-0.0054;0.14496;0.59671;0.58987;0.98745;95.3703__95.9164;71.2624__72.0134;-2.2584e-12__-2.2601e-13;82.7797__80.9139;0.98846__0.80372;3.9565__2.969;0;0.59671;38.139;372.559;1.361.705;141.39.00
HMR_3763;6,5375;-0.0056;0.14496;0.59671;0.58987;0.98744;95.3703__95.9164;71.2624__72.0134;28.3865__-2.2601e-13;82.7797__80.9139;0.98846__0.80372;3.9565__2.969;0;0.59671;38.139;372.559;1.361.705;141.39.00
Vitamin A metabolism;;;;;;;;;;;;;;;;;;;
RE1905C;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
Vitamin B12 metabolism;;;;;;;;;;;;;;;;;;;
HMR_8613;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00082499__0.00072548;0.00026949__0.0002238;0.00025218__0.0016084;0.00081604__0.0007149;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066488;0.00057847;0.00096098;0.00085754
HMR_8615;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_8616;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
Vitamin D metabolism;;;;;;;;;;;;;;;;;;;
HMR_2129;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2130;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0008226__-0.00072338;0.00026871__0.00022315;-0.0017343__-0.0016037;-0.00081368__-0.00071283;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.00095819;-0.00085505;-0.00066295;-0.0005768
HMR_2131;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2132;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2133;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2134;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__-1.705e-14;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2135;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2136;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2137;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2139;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2142;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2143;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__-1.705e-14;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2144;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2145;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
MISC;;;;;;;;;;;;;;;;;;;
ACORNt;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0;ACORNt;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
ALDD21;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0;ALDD21;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
C100CPT1;1;-0.9143;0.14915;0;0;0;0__-1.2048e-18;0__6.8161e-19;0__0;0__-1.1777e-18;none;none;1;0;0;-1,73E-14;0;-7,04E-15;C100CPT1;1;-0.9143;0.14915;0;0;0;0__-1.2048e-18;0__6.8161e-19;0__0;0__-1.1777e-18;none;none;1;0;0;-1,73E-14;0;-7,04E-15
C120CPT1;1;0,934722222;0.14684;4,29E-70;1,08E-70;6,88E-54;3.3917e-17__8.6688e-14;3.9246e-17__4.7191e-13;0__0;3.1971e-17__3.666e-14;0.095588__0.39164;3.4952__3.9205;1;4,29E-70;6,62E-14;-2,06E-09;5,74E-13;3,67E-09;C120CPT1;1;0,934722222;0.14684;4,29E-70;1,08E-70;6,88E-54;3.3917e-17__8.6688e-14;3.9246e-17__4.7191e-13;0__0;3.1971e-17__3.666e-14;0.095588__0.39164;3.4952__3.9205;1;4,29E-70;6,62E-14;-2,06E-09;5,74E-13;3,67E-09
C12DCACOT;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0;C12DCACOT;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
C6COAt;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0;C6COAt;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
C6CRNe;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0;C6CRNe;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
DDECCRNtr;1;-0.1346;0.14684;4,29E-70;1,08E-70;6,88E-54;-3.3917e-17__-8.6688e-14;3.9246e-17__4.7191e-13;0__0;-3.1971e-17__-3.666e-14;-0.095588__-0.39164;3.4952__3.9205;1;4,29E-70;-5,74E-13;-3,67E-09;-6,62E-14;2,06E-09;DDECCRNtr;1;-0.1346;0.14684;4,29E-70;1,08E-70;6,88E-54;-3.3917e-17__-8.6688e-14;3.9246e-17__4.7191e-13;0__0;-3.1971e-17__-3.666e-14;-0.095588__-0.39164;3.4952__3.9205;1;4,29E-70;-5,74E-13;-3,67E-09;-6,62E-14;2,06E-09
EX_1a25dhvitd3_e_;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0008226__-0.00072338;0.00026871__0.00022315;-0.00025145__-0.0029905;-0.00081368__-0.00071283;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.00095819;-0.00085505;-0.00066295;-0.0005768;EX_1a25dhvitd3_e_;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0008226__-0.00072338;0.00026871__0.00022315;-0.00025145__-0.0029905;-0.00081368__-0.00071283;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.00095819;-0.00085505;-0.00066295;-0.0005768
EX_2pg_e_;0.58341;-0.1846;0.14496;1,02E-123;1,38E-133;9,17E-128;-54.37114__-126.7354;215.5661__190.3408;-0.14625__0;-52.79624__-121.7576;0.14315__0.070869;3.3592__3.4157;1;1,02E-123;-1.944.301;-2.526.438;795.575;-0.61919;EX_2pg_e_;0.58341;-0.1846;0.14496;1,02E-123;1,38E-133;9,17E-128;-54.37114__-126.7354;215.5661__190.3408;-0.14625__0;-52.79624__-121.7576;0.14315__0.070869;3.3592__3.4157;1;1,02E-123;-1.944.301;-2.526.438;795.575;-0.61919
EX_3dhlchol_e_;0.43603;-0.2832;0.14496;9,28E-289;5,12E-306;1,05E-286;255.7757__191.476;129.1965__107.1036;-5.3305e-09__0;242.6548__176.3671;0.70188__0.72955;3.8719__3.4779;1;9,28E-289;1.602.246;110.182;3.357.477;258.578;EX_3dhlchol_e_;0.43603;-0.2832;0.14496;9,28E-289;5,12E-306;1,05E-286;255.7757__191.476;129.1965__107.1036;-5.3305e-09__0;242.6548__176.3671;0.70188__0.72955;3.8719__3.4779;1;9,28E-289;1.602.246;110.182;3.357.477;258.578
EX_HC00900_e_;6,5375;0.0054;0.14496;0.59671;0.58987;0.98741;-95.3703__-95.9164;71.2624__72.0134;-28.3865__0;-82.7797__-80.9139;-0.98846__-0.80372;3.9565__2.969;0;0.59671;-1.361.705;-141.39;-38.139;-372.559;EX_HC00900_e_;6,5375;0.0054;0.14496;0.59671;0.58987;0.98741;-95.3703__-95.9164;71.2624__72.0134;-28.3865__0;-82.7797__-80.9139;-0.98846__-0.80372;3.9565__2.969;0;0.59671;-1.361.705;-141.39;-38.139;-372.559
EX_HC02191_e_;0.77122;0,630555556;0.14496;1,67E-27;3,55E-25;2,27E-30;42.2645__75.1833;201.2696__213.1107;500__500;33.8974__80.76;0.066831__-0.12424;3.0531__3.0791;1;1,67E-27;-941.575;-674.848;1.813.902;2.285.436;EX_HC02191_e_;0.77122;0,630555556;0.14496;1,67E-27;3,55E-25;2,27E-30;42.2645__75.1833;201.2696__213.1107;500__500;33.8974__80.76;0.066831__-0.12424;3.0531__3.0791;1;1,67E-27;-941.575;-674.848;1.813.902;2.285.436
EX_HC02192_e_;0.97756;-0.008;0.14496;0.11777;0.13059;0.27263;-188.1861__-183.9141;193.7685__205.6695;-151.8396__-999.5981;-174.844__-197.3849;-0.23231__0.1174;2.8334__2.8931;0;0.11777;-3.231.588;-3.254.914;-434.202;-393.299;EX_HC02192_e_;0.97756;-0.008;0.14496;0.11777;0.13059;0.27263;-188.1861__-183.9141;193.7685__205.6695;-151.8396__-999.5981;-174.844__-197.3849;-0.23231__0.1174;2.8334__2.8931;0;0.11777;-3.231.588;-3.254.914;-434.202;-393.299
EX_HC02193_e_;0.63026;1,271527778;0.14505;2,87E-107;1,17E-102;1,35E-89;-109.854__-82.74525;97.9477__74.1282;0__0;-86.8937__-63.2496;-2.1226__-1.7112;11.7985__8.35331;1;2,87E-107;-1.541.597;-1.195.187;-388.623;-261.865;EX_HC02193_e_;0.63026;1,271527778;0.14505;2,87E-107;1,17E-102;1,35E-89;-109.854__-82.74525;97.9477__74.1282;0__0;-86.8937__-63.2496;-2.1226__-1.7112;11.7985__8.35331;1;2,87E-107;-1.541.597;-1.195.187;-388.623;-261.865
EX_ahcys_e_;0;6,936111111;0.14599;0;0;0;-357.0732__0;203.2194__0;-500__0;-348.2364__0;none;none;1;0;-5.024.767;0;-197.103;0;EX_ahcys_e_;0;6,936111111;0.14599;0;0;0;-357.0732__0;203.2194__0;-500__0;-348.2364__0;none;none;1;0;-5.024.767;0;-197.103;0
